Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
20240430_072512
/home/paperspace/Desktop/Let-The-Quantum-Creep-In/scripts
Using device cuda
Training Config:
{'framework': 'torch', 'batch_size': 200, 'learning_rate': '5e-4', 'steps': 50, 'print_every_percent': 0.2, 'reps': 5}
____Training with replacement_lvl = 0____
====Training on MNIST====
----Training with rep = 0----
Number of train batches = 300, Number of test batches = 50
Print every train batch = 60, Print every test batch = 10
Training at step=0, batch=0, train loss = 2.2990, train acc = 0.1600, time = 0.2703 seconds
Testing at step=7, batch=10, test loss = 0.4339, test acc = 0.8450, time = 0.0011 seconds
Testing at step=7, batch=20, test loss = 0.4409, test acc = 0.8550, time = 0.0011 seconds
Testing at step=7, batch=30, test loss = 0.4036, test acc = 0.8450, time = 0.0011 seconds
Testing at step=7, batch=40, test loss = 0.4438, test acc = 0.8600, time = 0.0011 seconds
Step 7 finished in 6.1752 seconds, Train loss = 0.3851, Test loss = 0.4548; Train Acc = 0.8657, Test Acc = 0.8410
Training at step=8, batch=0, train loss = 0.2470, train acc = 0.9100, time = 0.0023 seconds
Training at step=8, batch=60, train loss = 0.4136, train acc = 0.8700, time = 0.0021 seconds
Training at step=8, batch=120, train loss = 0.3949, train acc = 0.8450, time = 0.0021 seconds
Training at step=8, batch=180, train loss = 0.3773, train acc = 0.8600, time = 0.0022 seconds
Training at step=8, batch=240, train loss = 0.4855, train acc = 0.8250, time = 0.0021 seconds
Testing at step=8, batch=0, test loss = 0.4526, test acc = 0.8850, time = 0.0011 seconds
Testing at step=8, batch=10, test loss = 0.4079, test acc = 0.8550, time = 0.0011 seconds
Testing at step=8, batch=20, test loss = 0.4992, test acc = 0.8150, time = 0.0011 seconds
Testing at step=8, batch=30, test loss = 0.4681, test acc = 0.8500, time = 0.0011 seconds
Testing at step=8, batch=40, test loss = 0.3927, test acc = 0.8600, time = 0.0011 seconds
Step 8 finished in 6.1779 seconds, Train loss = 0.3823, Test loss = 0.4612; Train Acc = 0.8650, Test Acc = 0.8397
Training at step=9, batch=0, train loss = 0.3778, train acc = 0.8550, time = 0.0022 seconds
Training at step=9, batch=60, train loss = 0.4270, train acc = 0.8750, time = 0.0021 seconds
Training at step=9, batch=120, train loss = 0.2781, train acc = 0.9000, time = 0.0021 seconds
Training at step=9, batch=180, train loss = 0.3579, train acc = 0.8600, time = 0.0021 seconds
Training at step=9, batch=240, train loss = 0.5007, train acc = 0.8150, time = 0.0021 seconds
Testing at step=9, batch=0, test loss = 0.4253, test acc = 0.8500, time = 0.0011 seconds
Testing at step=9, batch=10, test loss = 0.5160, test acc = 0.8150, time = 0.0011 seconds
Testing at step=9, batch=20, test loss = 0.4281, test acc = 0.8200, time = 0.0011 seconds
Testing at step=9, batch=30, test loss = 0.4209, test acc = 0.8500, time = 0.0011 seconds
Testing at step=9, batch=40, test loss = 0.5359, test acc = 0.8050, time = 0.0011 seconds
Step 9 finished in 6.1899 seconds, Train loss = 0.3797, Test loss = 0.4614; Train Acc = 0.8656, Test Acc = 0.8364
Training at step=10, batch=0, train loss = 0.3988, train acc = 0.8450, time = 0.0023 seconds
Training at step=10, batch=60, train loss = 0.3383, train acc = 0.8400, time = 0.0021 seconds
Training at step=10, batch=120, train loss = 0.3009, train acc = 0.8900, time = 0.0021 seconds
Training at step=10, batch=180, train loss = 0.3976, train acc = 0.8500, time = 0.0021 seconds
Training at step=10, batch=240, train loss = 0.4461, train acc = 0.8200, time = 0.0021 seconds
Testing at step=10, batch=0, test loss = 0.4653, test acc = 0.8200, time = 0.0012 seconds
Testing at step=10, batch=10, test loss = 0.4965, test acc = 0.8200, time = 0.0011 seconds
Testing at step=10, batch=20, test loss = 0.4578, test acc = 0.8450, time = 0.0012 seconds
Testing at step=10, batch=30, test loss = 0.5173, test acc = 0.8100, time = 0.0011 seconds
Testing at step=10, batch=40, test loss = 0.5161, test acc = 0.7950, time = 0.0011 seconds
Step 10 finished in 6.1980 seconds, Train loss = 0.3779, Test loss = 0.4649; Train Acc = 0.8673, Test Acc = 0.8319
Training at step=11, batch=0, train loss = 0.3415, train acc = 0.8750, time = 0.0024 seconds
Training at step=11, batch=60, train loss = 0.4189, train acc = 0.8450, time = 0.0021 seconds
Training at step=11, batch=120, train loss = 0.4182, train acc = 0.8400, time = 0.0021 seconds
Training at step=11, batch=180, train loss = 0.4312, train acc = 0.8500, time = 0.0021 seconds
Training at step=11, batch=240, train loss = 0.4854, train acc = 0.8350, time = 0.0022 seconds
Testing at step=11, batch=0, test loss = 0.5390, test acc = 0.8150, time = 0.0011 seconds
Testing at step=11, batch=10, test loss = 0.5424, test acc = 0.8100, time = 0.0011 seconds
Testing at step=11, batch=20, test loss = 0.4067, test acc = 0.8650, time = 0.0011 seconds
Testing at step=11, batch=30, test loss = 0.4534, test acc = 0.8550, time = 0.0011 seconds
Testing at step=11, batch=40, test loss = 0.3522, test acc = 0.8650, time = 0.0011 seconds
Step 11 finished in 6.1904 seconds, Train loss = 0.3757, Test loss = 0.4624; Train Acc = 0.8678, Test Acc = 0.8388
Training at step=12, batch=0, train loss = 0.4262, train acc = 0.8500, time = 0.0022 seconds
Training at step=12, batch=60, train loss = 0.3192, train acc = 0.8850, time = 0.0021 seconds
Training at step=12, batch=120, train loss = 0.3912, train acc = 0.8400, time = 0.0021 seconds
Training at step=12, batch=180, train loss = 0.4099, train acc = 0.8450, time = 0.0021 seconds
Training at step=12, batch=240, train loss = 0.3038, train acc = 0.9100, time = 0.0021 seconds
Testing at step=12, batch=0, test loss = 0.5365, test acc = 0.8300, time = 0.0011 seconds
Testing at step=12, batch=10, test loss = 0.4661, test acc = 0.8300, time = 0.0011 seconds
Testing at step=12, batch=20, test loss = 0.4998, test acc = 0.7950, time = 0.0011 seconds
Testing at step=12, batch=30, test loss = 0.5048, test acc = 0.8350, time = 0.0011 seconds
Testing at step=12, batch=40, test loss = 0.4399, test acc = 0.8150, time = 0.0011 seconds
Step 12 finished in 6.1910 seconds, Train loss = 0.3750, Test loss = 0.4591; Train Acc = 0.8670, Test Acc = 0.8367
Training at step=13, batch=0, train loss = 0.3936, train acc = 0.8750, time = 0.0021 seconds
Training at step=13, batch=60, train loss = 0.3029, train acc = 0.8800, time = 0.0021 seconds
Training at step=13, batch=120, train loss = 0.3989, train acc = 0.8400, time = 0.0021 seconds
Training at step=13, batch=180, train loss = 0.4262, train acc = 0.8700, time = 0.0021 seconds
Training at step=13, batch=240, train loss = 0.4060, train acc = 0.8950, time = 0.0022 seconds
Testing at step=13, batch=0, test loss = 0.4497, test acc = 0.8450, time = 0.0011 seconds
Testing at step=13, batch=10, test loss = 0.2244, test acc = 0.9250, time = 0.0011 seconds
Testing at step=13, batch=20, test loss = 0.4829, test acc = 0.8600, time = 0.0011 seconds
Testing at step=13, batch=30, test loss = 0.4770, test acc = 0.8500, time = 0.0011 seconds
Testing at step=13, batch=40, test loss = 0.3565, test acc = 0.8550, time = 0.0011 seconds
Step 13 finished in 6.1894 seconds, Train loss = 0.3713, Test loss = 0.4620; Train Acc = 0.8682, Test Acc = 0.8372
Training at step=14, batch=0, train loss = 0.3882, train acc = 0.8600, time = 0.0022 seconds
Training at step=14, batch=60, train loss = 0.3836, train acc = 0.8800, time = 0.0021 seconds
Training at step=14, batch=120, train loss = 0.3067, train acc = 0.8800, time = 0.0021 seconds
Training at step=14, batch=180, train loss = 0.3653, train acc = 0.8650, time = 0.0021 seconds
Training at step=14, batch=240, train loss = 0.3735, train acc = 0.8500, time = 0.0021 seconds
Testing at step=14, batch=0, test loss = 0.4655, test acc = 0.8200, time = 0.0012 seconds
Testing at step=14, batch=10, test loss = 0.5396, test acc = 0.8200, time = 0.0011 seconds
Testing at step=14, batch=20, test loss = 0.5399, test acc = 0.8100, time = 0.0011 seconds
Testing at step=14, batch=30, test loss = 0.3468, test acc = 0.8750, time = 0.0011 seconds
Testing at step=14, batch=40, test loss = 0.4607, test acc = 0.8250, time = 0.0011 seconds
Step 14 finished in 6.2071 seconds, Train loss = 0.3717, Test loss = 0.4559; Train Acc = 0.8693, Test Acc = 0.8413
Training at step=15, batch=0, train loss = 0.3445, train acc = 0.8850, time = 0.0026 seconds
Training at step=15, batch=60, train loss = 0.2961, train acc = 0.8900, time = 0.0021 seconds
Training at step=15, batch=120, train loss = 0.3479, train acc = 0.8650, time = 0.0021 seconds
Training at step=15, batch=180, train loss = 0.3520, train acc = 0.8600, time = 0.0021 seconds
Training at step=15, batch=240, train loss = 0.3632, train acc = 0.8750, time = 0.0021 seconds
Testing at step=15, batch=0, test loss = 0.5362, test acc = 0.8350, time = 0.0012 seconds
Testing at step=15, batch=10, test loss = 0.3917, test acc = 0.8650, time = 0.0011 seconds
Testing at step=15, batch=20, test loss = 0.4994, test acc = 0.8400, time = 0.0011 seconds
Testing at step=15, batch=30, test loss = 0.4835, test acc = 0.8450, time = 0.0011 seconds
Testing at step=15, batch=40, test loss = 0.3583, test acc = 0.8700, time = 0.0011 seconds
Step 15 finished in 6.2204 seconds, Train loss = 0.3686, Test loss = 0.4694; Train Acc = 0.8695, Test Acc = 0.8373
Training at step=16, batch=0, train loss = 0.2548, train acc = 0.9350, time = 0.0026 seconds
Training at step=16, batch=60, train loss = 0.3736, train acc = 0.8600, time = 0.0022 seconds
Training at step=16, batch=120, train loss = 0.4350, train acc = 0.8400, time = 0.0021 seconds
Training at step=16, batch=180, train loss = 0.2889, train acc = 0.9250, time = 0.0021 seconds
Training at step=16, batch=240, train loss = 0.3951, train acc = 0.8600, time = 0.0021 seconds
Testing at step=16, batch=0, test loss = 0.4677, test acc = 0.8350, time = 0.0012 seconds
Testing at step=16, batch=10, test loss = 0.4566, test acc = 0.8550, time = 0.0011 seconds
Testing at step=16, batch=20, test loss = 0.5528, test acc = 0.8150, time = 0.0011 seconds
Testing at step=16, batch=30, test loss = 0.4573, test acc = 0.8300, time = 0.0011 seconds
Testing at step=16, batch=40, test loss = 0.3300, test acc = 0.8750, time = 0.0012 seconds
Step 16 finished in 6.2071 seconds, Train loss = 0.3696, Test loss = 0.4573; Train Acc = 0.8686, Test Acc = 0.8398
Training at step=17, batch=0, train loss = 0.4043, train acc = 0.8650, time = 0.0026 seconds
Training at step=17, batch=60, train loss = 0.3710, train acc = 0.8800, time = 0.0022 seconds
Training at step=17, batch=120, train loss = 0.3116, train acc = 0.8800, time = 0.0021 seconds
Training at step=17, batch=180, train loss = 0.4087, train acc = 0.8500, time = 0.0021 seconds
Training at step=17, batch=240, train loss = 0.3437, train acc = 0.8800, time = 0.0022 seconds
Testing at step=17, batch=0, test loss = 0.5444, test acc = 0.8200, time = 0.0012 seconds
Testing at step=17, batch=10, test loss = 0.5406, test acc = 0.8300, time = 0.0011 seconds
Testing at step=17, batch=20, test loss = 0.3568, test acc = 0.8450, time = 0.0011 seconds
Testing at step=17, batch=30, test loss = 0.4060, test acc = 0.8700, time = 0.0011 seconds
Testing at step=17, batch=40, test loss = 0.4465, test acc = 0.8600, time = 0.0011 seconds
Step 17 finished in 6.2211 seconds, Train loss = 0.3667, Test loss = 0.4607; Train Acc = 0.8708, Test Acc = 0.8390
Training at step=18, batch=0, train loss = 0.3332, train acc = 0.8850, time = 0.0026 seconds
Training at step=18, batch=60, train loss = 0.4372, train acc = 0.8400, time = 0.0021 seconds
Training at step=18, batch=120, train loss = 0.2797, train acc = 0.9000, time = 0.0021 seconds
Training at step=18, batch=180, train loss = 0.3370, train acc = 0.8650, time = 0.0021 seconds
Training at step=18, batch=240, train loss = 0.3320, train acc = 0.8750, time = 0.0021 seconds
Testing at step=18, batch=0, test loss = 0.4259, test acc = 0.8450, time = 0.0011 seconds
Testing at step=18, batch=10, test loss = 0.5327, test acc = 0.7950, time = 0.0012 seconds
Testing at step=18, batch=20, test loss = 0.4702, test acc = 0.8350, time = 0.0012 seconds
Testing at step=18, batch=30, test loss = 0.4886, test acc = 0.8350, time = 0.0011 seconds
Testing at step=18, batch=40, test loss = 0.4658, test acc = 0.8250, time = 0.0011 seconds
Step 18 finished in 6.2201 seconds, Train loss = 0.3657, Test loss = 0.4683; Train Acc = 0.8714, Test Acc = 0.8364
Training at step=19, batch=0, train loss = 0.3675, train acc = 0.8850, time = 0.0026 seconds
Training at step=19, batch=60, train loss = 0.3603, train acc = 0.8550, time = 0.0022 seconds
Training at step=19, batch=120, train loss = 0.3696, train acc = 0.8850, time = 0.0021 seconds
Training at step=19, batch=180, train loss = 0.2353, train acc = 0.9250, time = 0.0021 seconds
Training at step=19, batch=240, train loss = 0.2279, train acc = 0.9250, time = 0.0021 seconds
Testing at step=19, batch=0, test loss = 0.4049, test acc = 0.8200, time = 0.0012 seconds
Testing at step=19, batch=10, test loss = 0.4717, test acc = 0.8400, time = 0.0011 seconds
Testing at step=19, batch=20, test loss = 0.4735, test acc = 0.8250, time = 0.0011 seconds
Testing at step=19, batch=30, test loss = 0.3107, test acc = 0.8900, time = 0.0011 seconds
Testing at step=19, batch=40, test loss = 0.4645, test acc = 0.7900, time = 0.0011 seconds
Step 19 finished in 6.2170 seconds, Train loss = 0.3658, Test loss = 0.4688; Train Acc = 0.8710, Test Acc = 0.8363
Training at step=20, batch=0, train loss = 0.2616, train acc = 0.8950, time = 0.0026 seconds
Training at step=20, batch=60, train loss = 0.3034, train acc = 0.8850, time = 0.0021 seconds
Training at step=20, batch=120, train loss = 0.4155, train acc = 0.8600, time = 0.0021 seconds
Training at step=20, batch=180, train loss = 0.2921, train acc = 0.8950, time = 0.0021 seconds
Training at step=20, batch=240, train loss = 0.3789, train acc = 0.8700, time = 0.0021 seconds
Testing at step=20, batch=0, test loss = 0.4211, test acc = 0.9000, time = 0.0012 seconds
Testing at step=20, batch=10, test loss = 0.3822, test acc = 0.8650, time = 0.0011 seconds
Testing at step=20, batch=20, test loss = 0.4687, test acc = 0.8550, time = 0.0011 seconds
Testing at step=20, batch=30, test loss = 0.3817, test acc = 0.8600, time = 0.0011 seconds
Testing at step=20, batch=40, test loss = 0.5998, test acc = 0.7650, time = 0.0011 seconds
Step 20 finished in 6.2200 seconds, Train loss = 0.3652, Test loss = 0.4644; Train Acc = 0.8704, Test Acc = 0.8411
Training at step=21, batch=0, train loss = 0.3534, train acc = 0.8600, time = 0.0025 seconds
Training at step=21, batch=60, train loss = 0.3546, train acc = 0.8600, time = 0.0021 seconds
Training at step=21, batch=120, train loss = 0.3121, train acc = 0.8900, time = 0.0021 seconds
Training at step=21, batch=180, train loss = 0.3398, train acc = 0.8750, time = 0.0021 seconds
Training at step=21, batch=240, train loss = 0.3042, train acc = 0.8600, time = 0.0021 seconds
Testing at step=21, batch=0, test loss = 0.4146, test acc = 0.8700, time = 0.0012 seconds
Testing at step=21, batch=10, test loss = 0.5505, test acc = 0.7950, time = 0.0011 seconds
Testing at step=21, batch=20, test loss = 0.5097, test acc = 0.8200, time = 0.0011 seconds
Testing at step=21, batch=30, test loss = 0.5238, test acc = 0.8050, time = 0.0012 seconds
Testing at step=21, batch=40, test loss = 0.4482, test acc = 0.8400, time = 0.0011 seconds
Step 21 finished in 6.2092 seconds, Train loss = 0.3645, Test loss = 0.4616; Train Acc = 0.8711, Test Acc = 0.8384
Training at step=22, batch=0, train loss = 0.3355, train acc = 0.8750, time = 0.0027 seconds
Training at step=22, batch=60, train loss = 0.3350, train acc = 0.8750, time = 0.0021 seconds
Training at step=22, batch=120, train loss = 0.4045, train acc = 0.8700, time = 0.0022 seconds
Training at step=22, batch=180, train loss = 0.3672, train acc = 0.8600, time = 0.0022 seconds
Training at step=22, batch=240, train loss = 0.3359, train acc = 0.8850, time = 0.0023 seconds
Testing at step=22, batch=0, test loss = 0.4840, test acc = 0.8000, time = 0.0012 seconds
Testing at step=22, batch=10, test loss = 0.4977, test acc = 0.7950, time = 0.0011 seconds
Testing at step=22, batch=20, test loss = 0.4549, test acc = 0.8300, time = 0.0011 seconds
Testing at step=22, batch=30, test loss = 0.5570, test acc = 0.8300, time = 0.0012 seconds
Testing at step=22, batch=40, test loss = 0.4893, test acc = 0.8250, time = 0.0011 seconds
Step 22 finished in 6.2429 seconds, Train loss = 0.3633, Test loss = 0.4628; Train Acc = 0.8712, Test Acc = 0.8332
Training at step=23, batch=0, train loss = 0.3879, train acc = 0.8600, time = 0.0024 seconds
Training at step=23, batch=60, train loss = 0.3762, train acc = 0.8650, time = 0.0021 seconds
Training at step=23, batch=120, train loss = 0.2924, train acc = 0.8850, time = 0.0021 seconds
Training at step=23, batch=180, train loss = 0.3919, train acc = 0.8650, time = 0.0021 seconds
Training at step=23, batch=240, train loss = 0.3196, train acc = 0.8900, time = 0.0021 seconds
Testing at step=23, batch=0, test loss = 0.5250, test acc = 0.8400, time = 0.0011 seconds
Testing at step=23, batch=10, test loss = 0.3059, test acc = 0.8900, time = 0.0011 seconds
Testing at step=23, batch=20, test loss = 0.4656, test acc = 0.8450, time = 0.0011 seconds
Testing at step=23, batch=30, test loss = 0.4725, test acc = 0.8550, time = 0.0011 seconds
Testing at step=23, batch=40, test loss = 0.4346, test acc = 0.8650, time = 0.0011 seconds
Step 23 finished in 6.1986 seconds, Train loss = 0.3632, Test loss = 0.4647; Train Acc = 0.8718, Test Acc = 0.8421
Training at step=24, batch=0, train loss = 0.4386, train acc = 0.8700, time = 0.0025 seconds
Training at step=24, batch=60, train loss = 0.3455, train acc = 0.8800, time = 0.0021 seconds
Training at step=24, batch=120, train loss = 0.4235, train acc = 0.8400, time = 0.0021 seconds
Training at step=24, batch=180, train loss = 0.4459, train acc = 0.8350, time = 0.0021 seconds
Training at step=24, batch=240, train loss = 0.2969, train acc = 0.9000, time = 0.0021 seconds
Testing at step=24, batch=0, test loss = 0.5158, test acc = 0.8250, time = 0.0011 seconds
Testing at step=24, batch=10, test loss = 0.4076, test acc = 0.8450, time = 0.0011 seconds
Testing at step=24, batch=20, test loss = 0.4384, test acc = 0.8600, time = 0.0011 seconds
Testing at step=24, batch=30, test loss = 0.4782, test acc = 0.8600, time = 0.0011 seconds
Testing at step=24, batch=40, test loss = 0.5481, test acc = 0.8200, time = 0.0011 seconds
Step 24 finished in 6.2056 seconds, Train loss = 0.3628, Test loss = 0.4681; Train Acc = 0.8716, Test Acc = 0.8385
Training at step=25, batch=0, train loss = 0.4035, train acc = 0.8500, time = 0.0024 seconds
Training at step=25, batch=60, train loss = 0.4161, train acc = 0.8600, time = 0.0020 seconds
Training at step=25, batch=120, train loss = 0.4257, train acc = 0.8300, time = 0.0020 seconds
Training at step=25, batch=180, train loss = 0.4051, train acc = 0.8350, time = 0.0020 seconds
Training at step=25, batch=240, train loss = 0.3922, train acc = 0.8400, time = 0.0020 seconds
Testing at step=25, batch=0, test loss = 0.3937, test acc = 0.8750, time = 0.0017 seconds
Testing at step=25, batch=10, test loss = 0.3972, test acc = 0.8750, time = 0.0011 seconds
Testing at step=25, batch=20, test loss = 0.3245, test acc = 0.8950, time = 0.0011 seconds
Testing at step=25, batch=30, test loss = 0.4923, test acc = 0.7950, time = 0.0011 seconds
Testing at step=25, batch=40, test loss = 0.3782, test acc = 0.8650, time = 0.0011 seconds
Step 25 finished in 6.1445 seconds, Train loss = 0.3612, Test loss = 0.4707; Train Acc = 0.8718, Test Acc = 0.8401
Training at step=26, batch=0, train loss = 0.2772, train acc = 0.9100, time = 0.0026 seconds
Training at step=26, batch=60, train loss = 0.3171, train acc = 0.8600, time = 0.0021 seconds
Training at step=26, batch=120, train loss = 0.3164, train acc = 0.9050, time = 0.0021 seconds
Training at step=26, batch=180, train loss = 0.5144, train acc = 0.8300, time = 0.0021 seconds
Training at step=26, batch=240, train loss = 0.3326, train acc = 0.8850, time = 0.0021 seconds
Testing at step=26, batch=0, test loss = 0.4002, test acc = 0.8500, time = 0.0011 seconds
Testing at step=26, batch=10, test loss = 0.5467, test acc = 0.7750, time = 0.0011 seconds
Testing at step=26, batch=20, test loss = 0.3909, test acc = 0.8650, time = 0.0011 seconds
Testing at step=26, batch=30, test loss = 0.4659, test acc = 0.8200, time = 0.0011 seconds
Testing at step=26, batch=40, test loss = 0.4751, test acc = 0.8200, time = 0.0011 seconds
Step 26 finished in 6.2151 seconds, Train loss = 0.3614, Test loss = 0.4647; Train Acc = 0.8729, Test Acc = 0.8364
Training at step=27, batch=0, train loss = 0.2690, train acc = 0.9000, time = 0.0025 seconds
Training at step=27, batch=60, train loss = 0.2756, train acc = 0.8800, time = 0.0021 seconds
Training at step=27, batch=120, train loss = 0.3533, train acc = 0.8700, time = 0.0021 seconds
Training at step=27, batch=180, train loss = 0.3688, train acc = 0.8900, time = 0.0021 seconds
Training at step=27, batch=240, train loss = 0.2863, train acc = 0.8950, time = 0.0021 seconds
Testing at step=27, batch=0, test loss = 0.4256, test acc = 0.8550, time = 0.0012 seconds
Testing at step=27, batch=10, test loss = 0.4084, test acc = 0.8350, time = 0.0011 seconds
Testing at step=27, batch=20, test loss = 0.5071, test acc = 0.8250, time = 0.0011 seconds
Testing at step=27, batch=30, test loss = 0.4661, test acc = 0.8350, time = 0.0011 seconds
Testing at step=27, batch=40, test loss = 0.6226, test acc = 0.8450, time = 0.0011 seconds
Step 27 finished in 6.2098 seconds, Train loss = 0.3592, Test loss = 0.4652; Train Acc = 0.8734, Test Acc = 0.8395
Training at step=28, batch=0, train loss = 0.2912, train acc = 0.9150, time = 0.0022 seconds
Training at step=28, batch=60, train loss = 0.3198, train acc = 0.8850, time = 0.0021 seconds
Training at step=28, batch=120, train loss = 0.3624, train acc = 0.8900, time = 0.0021 seconds
Training at step=28, batch=180, train loss = 0.3678, train acc = 0.8750, time = 0.0021 seconds
Training at step=28, batch=240, train loss = 0.4536, train acc = 0.8450, time = 0.0021 seconds
Testing at step=28, batch=0, test loss = 0.6154, test acc = 0.7950, time = 0.0011 seconds
Testing at step=28, batch=10, test loss = 0.4442, test acc = 0.8700, time = 0.0011 seconds
Testing at step=28, batch=20, test loss = 0.4789, test acc = 0.8350, time = 0.0011 seconds
Testing at step=28, batch=30, test loss = 0.4086, test acc = 0.8650, time = 0.0011 seconds
Testing at step=28, batch=40, test loss = 0.4153, test acc = 0.8700, time = 0.0011 seconds
Step 28 finished in 6.2249 seconds, Train loss = 0.3597, Test loss = 0.4747; Train Acc = 0.8728, Test Acc = 0.8382
Training at step=29, batch=0, train loss = 0.3623, train acc = 0.8950, time = 0.0026 seconds
Training at step=29, batch=60, train loss = 0.3374, train acc = 0.8750, time = 0.0021 seconds
Training at step=29, batch=120, train loss = 0.3819, train acc = 0.8650, time = 0.0021 seconds
Training at step=29, batch=180, train loss = 0.4152, train acc = 0.8700, time = 0.0022 seconds
Training at step=29, batch=240, train loss = 0.3375, train acc = 0.8550, time = 0.0021 seconds
Testing at step=29, batch=0, test loss = 0.4153, test acc = 0.8700, time = 0.0013 seconds
Testing at step=29, batch=10, test loss = 0.4337, test acc = 0.8450, time = 0.0011 seconds
Testing at step=29, batch=20, test loss = 0.4785, test acc = 0.8450, time = 0.0011 seconds
Testing at step=29, batch=30, test loss = 0.3326, test acc = 0.8900, time = 0.0011 seconds
Testing at step=29, batch=40, test loss = 0.4011, test acc = 0.8800, time = 0.0011 seconds
Step 29 finished in 6.2331 seconds, Train loss = 0.3598, Test loss = 0.4658; Train Acc = 0.8718, Test Acc = 0.8397
Training at step=30, batch=0, train loss = 0.2824, train acc = 0.8800, time = 0.0024 seconds
Training at step=30, batch=60, train loss = 0.3036, train acc = 0.9050, time = 0.0021 seconds
Training at step=30, batch=120, train loss = 0.3796, train acc = 0.8600, time = 0.0021 seconds
Training at step=30, batch=180, train loss = 0.4867, train acc = 0.8800, time = 0.0021 seconds
Training at step=30, batch=240, train loss = 0.3527, train acc = 0.8900, time = 0.0021 seconds
Testing at step=30, batch=0, test loss = 0.4734, test acc = 0.8400, time = 0.0011 seconds
Testing at step=30, batch=10, test loss = 0.4696, test acc = 0.8100, time = 0.0011 seconds
Testing at step=30, batch=20, test loss = 0.4417, test acc = 0.8450, time = 0.0012 seconds
Testing at step=30, batch=30, test loss = 0.4269, test acc = 0.8550, time = 0.0011 seconds
Testing at step=30, batch=40, test loss = 0.4738, test acc = 0.8600, time = 0.0011 seconds
Step 30 finished in 6.2302 seconds, Train loss = 0.3575, Test loss = 0.4649; Train Acc = 0.8730, Test Acc = 0.8395
Training at step=31, batch=0, train loss = 0.3111, train acc = 0.9000, time = 0.0024 seconds
Training at step=31, batch=60, train loss = 0.3299, train acc = 0.8900, time = 0.0021 seconds
Training at step=31, batch=120, train loss = 0.4269, train acc = 0.8650, time = 0.0022 seconds
Training at step=31, batch=180, train loss = 0.3755, train acc = 0.8450, time = 0.0021 seconds
Training at step=31, batch=240, train loss = 0.4100, train acc = 0.8600, time = 0.0022 seconds
Testing at step=31, batch=0, test loss = 0.4076, test acc = 0.8650, time = 0.0012 seconds
Testing at step=31, batch=10, test loss = 0.3613, test acc = 0.8750, time = 0.0011 seconds
Testing at step=31, batch=20, test loss = 0.5104, test acc = 0.8400, time = 0.0011 seconds
Testing at step=31, batch=30, test loss = 0.5526, test acc = 0.8050, time = 0.0011 seconds
Testing at step=31, batch=40, test loss = 0.4823, test acc = 0.8250, time = 0.0011 seconds
Step 31 finished in 6.2214 seconds, Train loss = 0.3579, Test loss = 0.4689; Train Acc = 0.8734, Test Acc = 0.8356
Training at step=32, batch=0, train loss = 0.3071, train acc = 0.9050, time = 0.0025 seconds
Training at step=32, batch=60, train loss = 0.3148, train acc = 0.8850, time = 0.0021 seconds
Training at step=32, batch=120, train loss = 0.3010, train acc = 0.8950, time = 0.0021 seconds
Training at step=32, batch=180, train loss = 0.3799, train acc = 0.8600, time = 0.0021 seconds
Training at step=32, batch=240, train loss = 0.3854, train acc = 0.8900, time = 0.0021 seconds
Testing at step=32, batch=0, test loss = 0.4927, test acc = 0.8200, time = 0.0011 seconds
Testing at step=32, batch=10, test loss = 0.4238, test acc = 0.8350, time = 0.0011 seconds
Testing at step=32, batch=20, test loss = 0.3695, test acc = 0.8750, time = 0.0012 seconds
Testing at step=32, batch=30, test loss = 0.4238, test acc = 0.8600, time = 0.0011 seconds
Testing at step=32, batch=40, test loss = 0.3732, test acc = 0.8700, time = 0.0011 seconds
Step 32 finished in 6.2230 seconds, Train loss = 0.3571, Test loss = 0.4637; Train Acc = 0.8732, Test Acc = 0.8388
Training at step=33, batch=0, train loss = 0.2969, train acc = 0.9050, time = 0.0025 seconds
Training at step=33, batch=60, train loss = 0.3736, train acc = 0.8600, time = 0.0021 seconds
Training at step=33, batch=120, train loss = 0.3348, train acc = 0.8650, time = 0.0022 seconds
Training at step=33, batch=180, train loss = 0.3383, train acc = 0.8450, time = 0.0021 seconds
Training at step=33, batch=240, train loss = 0.4032, train acc = 0.8550, time = 0.0021 seconds
Testing at step=33, batch=0, test loss = 0.4935, test acc = 0.8400, time = 0.0012 seconds
Testing at step=33, batch=10, test loss = 0.4249, test acc = 0.8300, time = 0.0011 seconds
Testing at step=33, batch=20, test loss = 0.4914, test acc = 0.8300, time = 0.0011 seconds
Testing at step=33, batch=30, test loss = 0.3477, test acc = 0.8800, time = 0.0011 seconds
Testing at step=33, batch=40, test loss = 0.5132, test acc = 0.8450, time = 0.0011 seconds
Step 33 finished in 6.2219 seconds, Train loss = 0.3570, Test loss = 0.4686; Train Acc = 0.8725, Test Acc = 0.8410
Training at step=34, batch=0, train loss = 0.3699, train acc = 0.8650, time = 0.0025 seconds
Training at step=34, batch=60, train loss = 0.4396, train acc = 0.8450, time = 0.0021 seconds
Training at step=34, batch=120, train loss = 0.3261, train acc = 0.8950, time = 0.0021 seconds
Training at step=34, batch=180, train loss = 0.2947, train acc = 0.9000, time = 0.0021 seconds
Training at step=34, batch=240, train loss = 0.3195, train acc = 0.8750, time = 0.0021 seconds
